gearbox	title	refcode	description	model	year	run	phone	wheel_drive	price
Manual	SUNBEAM ALPINE	TA1190329	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1968 	30,768		RHD	Auction
Manual	AUSTIN MINI	TA1190328	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1986 	56,800		RHD	Auction
Manual	FIAT REGATA	TA1190327	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1984 	6,138		RHD	Auction
Automatic	MERCEDES-BENZ 300	TA1190326	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1977 	160,789		RHD	Auction
Manual	FORD CORTINA	TA1190325	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1970 	43,765		RHD	Auction
Manual	LANCIA APPIA	TA1190324	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1959 	86,941		RHD	Auction
Manual	FIAT 500	TA1190323	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1969 	25,000		RHD	Auction
Manual	LOTUS ELAN S4	DIY1156830	Roll bar and SIP bars fitted, FSH since 1989, engine and gearbox overhaul at 46000 miles, recent ...	S4	1970 	60,000		RHD	25,000
Manual	TRIUMPH SPITFIRE	DIY1164025	Has been serviced, new 12 month MoT,  rebuild several years ago, car came in excellent condition,...		1971 	14,500		RHD	9,000
Manual	CHEVROLET CORVETTE	TA1190320	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1973 	7,582		RHD	Auction
Manual	LANCIA FULVIA	TA1190319	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1970 	30,000		RHD	Auction
Automatic	CADILLAC FLEETWOOD	TA1190318	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1947 	89,236		RHD	Auction
Manual	FIAT 130	TA1190317	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1975 	52,635		RHD	Auction
Manual	CHEVROLET IMPALA	TA1190316	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1965 	23,202		RHD	Auction
Automatic	MERCEDES-BENZ 500	TA1190315	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1992 	97,716		RHD	Auction
Automatic	CHEVROLET CORVETTE	TA1190314	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1972 	84,500		RHD	Auction
Manual	FIAT 500	TA1190313	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1968 	18,000		RHD	Auction
Automatic	MERCEDES-BENZ 280	TA1190312	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1969 	90,000		RHD	Auction
Manual	PORSCHE 911	TA1190310	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1974 	49,102		RHD	Auction
Manual	LANCIA APRILIA	TA1190309	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1939 	1,000		RHD	Auction
Manual	FERRARI 348	TA1190308	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1992 	55,500		RHD	Auction
N/A	AUBURN EIGHT SUPERCHARGED SPEEDSTER	TA1190276	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	SUPERCHARGED SPEEDSTER	1935 	0		RHD	Auction
N/A	MERCEDES-BENZ 300 C	TA1190274	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	C	1956 	0		RHD	Auction
N/A	LOTUS ELITE RACE CAR	TA1190240	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	RACE CAR	1960 	0		RHD	Auction
N/A	FIAT X19	TA1190239	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...		1981 	0		RHD	Auction
N/A	CHEVROLET BEL AIR	TA1190236	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...		1957 	0		RHD	Auction
N/A	FIAT 850 SPECIAL IDROCONVERT	TA1190235	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	SPECIAL IDROCONVERT	1971 	0		RHD	Auction
Manual	TRIUMPH 1500	DIY1183820	Very smart, just completed the London to Brighton Rally with no issue, complete body off and chas...		1977 	68,000		RHD	8,500
Automatic	MERCEDES-BENZ 300 Coupe	DIY1170945	Original old coupe, 1 lady owner, then a chap for 3 months and myself for the last 3years +, driv...	Coupe	1989 	33,000		RHD	2,250
N/A	JEEP WRANGLER RUBICON	TA1190232	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	RUBICON	2013 	0		RHD	Auction
N/A	LAND ROVER DEFENDER NAS 110	TA1190230	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	NAS 110	1993 	0		RHD	Auction
N/A	PONTIAC SOLSTICE	TA1190229	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...		2006 	0		RHD	Auction
N/A	TOYOTA FJ 40	TA1190228	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	40	1978 	0		RHD	Auction
N/A	JAGUAR XJ SUPER 8	TA1190227	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	SUPER 8	2006 	0		RHD	Auction
N/A	MORGAN 3 WHEEER	TA1190224	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...		2012 	0		RHD	Auction
N/A	TESLA MODEL S	TA1190221	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...		2015 	0		RHD	Auction
N/A	HILLMAN MINX	TA1190220	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...		1961 	0		RHD	Auction
N/A	LAMBORGHINI COUNTACH LP 5000S	TA1190215	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...	LP 5000S	1983 	0		RHD	Auction
N/A	LOTUS 25	TA1190149	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...			0		RHD	Auction
N/A	PLYMOUTH BARRACUDA WITH 1965 DODGE C-500 HAULER	TA1190205	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...	WITH 1965 DODGE C-500 HAULER	1966 	0		RHD	Auction
N/A	FORD ROADSTER CUSTOM	TA1190204	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	CUSTOM	1933 	0		RHD	Auction
N/A	SHELBY COBRA 427 S/C 4000 SERIES	TA1189885	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	427 S/C 4000 SERIES	2002 	0		LHD	Auction
N/A	FORD THUNDERBIRD M	TA1189760	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...	M	1962 	0		LHD	Auction
Manual	JENSEN JENSEN-HEALEY	TA1177678	A VERY EARLY MARK ONE EXAMPLE OF THE UNDER RATED JENSEN HEALEY. CAR NUMBER 202 HAS SPENT NUMEROUS...		1975 	76,000		RHD	8,450
N/A	JAGUAR XKR	TA1188428	jaguar 4.2 ltr XKR CONVERTIBLE 2005 ( Only 44,000mls) FSH This Stunning Colour Combination Classi...		2005 	44,000		RHD	24,999
Manual	CITROEN DS SUPER	TA1190290	Offered for sale is a 2.0L 1972 Citroen D Super manual that has been with the current owner for o...	SUPER	1972 	0		RHD	Auction
Automatic	LAND ROVER RANGE ROVER P38A	TA1190289	Offered for sale is a 4.0L 1998 Land Rover Range Rover P38A automatic. Coming with an extensive h...	P38A	1998 	0		RHD	Auction
Manual	FERRARI MONDIAL QV V8	DIY1156676	Stunning, much history and all past MoT's. new cambelt fitted at 28675 miles by Ferrari specialis...	QV V8	1984 	31,000		RHD	29,950
Manual	JAGUAR C-TYPE by PROTEUS	DIY1140714	Historic registration, no tax, nicely patinated, really fast and usable, sounds amazing, aluminiu...	by PROTEUS	1966 	3,000		RHD	59,750
Automatic	BMW 840 CI SPORT	TA1190286	Offered for sale is a 4.4L 1997 BMW 840 Ci Sport automatic that has been with the current owner f...	CI SPORT	1997 	0		RHD	Auction
Manual	ASTON MARTIN DB7 V12 VANTAGE	TA1190285	Offered for sale is a 5.935L 2003 Aston Martin DB7 V12 Vantage manual. Coming with an extensive h...	V12 VANTAGE	2003 	0		RHD	Auction
Automatic	BMW 735 i	TA1190282	Offered for sale is a 3.5L 1999 BMW 735i automatic that has been with the current owner for over ...	i	1999 	0		RHD	Auction
Automatic	BENTLEY ARNAGE T	TA1190281	Offered for sale is a 6.75L 2003 Bentley Arnage T automatic that has been with the current owner ...	T	2003 	0		RHD	Auction
Automatic	BENTLEY TURBO RT	TA1190280	Offered for sale is a 6.75L 1997 Bentley Turbo RT automatic that has been with the current owner ...		1997 	0		RHD	Auction
Automatic	PORSCHE 911 996 TIP TRONIC S	TA1190278	Offered for sale is a 3.4L 2001 Porsche 911 996 Caarrera Tiptronic S Convertible automatic. Comin...	996 TIP TRONIC S	2001 	0		RHD	Auction
Manual	JAGUAR MARK V 3.5 LITRE	TA1184385	Offered for sale is a 3.5 L 1950 Jaguar Mark V 3.5 Litre manual that has been with the current ow...	3.5 LITRE	1950 	0		RHD	Auction
Automatic	MERCEDES-BENZ SL-CLASS 2.3 230 SL PAGODA	DIY1158127	Rare chance to own a stunning car, has been well cared for throughout its life, extensive file of...	2.3 230 SL PAGODA	1965 	104,000		RHD	76,950
Automatic	MERCEDES-BENZ SLK-CLASS	DIY1090979	1 owner from new, 9 months MoT, leather heated seats, in excellent condition, SLK prestige carpet...		1998 	61,312		RHD	6,900
Manual	MINI COOPER SPORT	TA1188357	2001 Y Rover Mini Cooper Sport in the last edition colours of Solar Red and Silver. It has the 2 ...	SPORT	2001 	15,100		RHD	18,750
Manual	EVANTE MKI 160TC	DIY1184592	Built by Vegantune inspired by Lotus Elan, owned this car since 1997, complete history with recei...	160TC	1988 	38,000		RHD	12,750
Automatic	BMW 328 328i M Sport Touring Sport Automatic	TA1190300	BMW 328i M Sport Touring 8-Speed Sport Automatic	328i M Sport Touring Sport Automatic	2013 	54,000		RHD	14,995
Manual	MINI SPRITE 1275 cc Carburettor	TA1189892	1994 Rover Mini Sprite 1275 cc. This is one of the last of the carburettor 1275 cc Minis which ma...	1275 cc Carburettor	1994 	9,400		RHD	11,995
Manual	MORGAN PLUS 8	DIY1186299	Cream leather interior, MoT'd September 2020, Offenhauser manifold, sports exhaust, new clutch, n...		1978 	35,451		RHD	33,500
Manual	LAND ROVER DEFENDER 90 TDCi pickup	TA1190299	"MOTODROME ARE DEFENDER SPECIALISTS  SEE WEBSITE FOR FULL STOCK

motodrome offer for sale  this 20..."	90 TDCi pickup	2011 	93,500		RHD	10,550
Manual	AUSTIN 7 1928 Austin 7 Chummy - Concours Winner	TA1186993	"1928 Austin 7 Chummy - Concours Winner
Needing little in the way of introduction, the Austin 7 of..."	1928 Austin 7 Chummy - Concours Winner	1928 	0		RHD	17,500
Manual	AUSTIN 10 1933 Austin Ten Cabriolet	TA1175784	"1933 Austin Ten Cabriolet
Just arrived and awaiting preparation.
Almost certainly the most versat..."	1933 Austin Ten Cabriolet	1933 	0		RHD	12,995
Manual	EMW 327-2 1954 EMW 327 Cabriolet	TA1190152	"1954 EMW 327 Cabriolet
The acquisition of the Dixi works at Eisenach in 1928 was to provide BMW, ..."	1954 EMW 327 Cabriolet	1954 	0		LHD	84,950
Manual	LAND ROVER SERIES IIA	DIY1174018	Very rare, assembled in South Africa in 1968, totally rebuilt in 2017/18 by a Land Rover speciali...		1968 	83,500		RHD	22,000
Automatic	BMW 635 CSI Highline Auto	DIY1178186	I have owned this car for ten years, garaged, numerous mechanical improvements undertaken, regula...	CSI  Highline Auto	1988 	154,248		RHD	12,500
Manual	ASTON MARTIN DB6	TA1190293	1966 Aston Martin DB6		1966 	49,399		RHD	POA
Manual	VOLKSWAGEN BEETLE	DIY1190292	Fully restored, superb condition inside & out, huge file of receipts & photos, painted in Dove bl...		1971 	8,900		RHD	9,995
Manual	MINI SPRITE	DIY1186825	1 year MoT, service history, good condition, new rear sunshine frame, Mini owners hand book, plea...		1993 	41,000		RHD	4,750
Manual	FIAT 500	TA1190277	A fully restored and very desirable right hand drive Fiat 500.		1966 	9,850		RHD	13,250
Manual	RELIANT ROBIN LX	DIY1190268	Amazing condition only 13,000 from new, basic model LX, had some recent work to keep it tip top, ...	LX	2000 	13,000		RHD	3,950
N/A	ROVER MINI 40LE	DIYCCW1190271	Only 50 made in this colour, full blue leather interior, new MoT, a future collectors item?	40LE		0		RHD	12,950
Manual	AUDI RS2	DIY1190237	Beautifully restored back to original, nearly every invoice & service history from new, full wind...			145,000		RHD	47,500
Automatic	HONDA PRELUDE	DIY1190200	Lovely condition. New MoT and alternator. 3 owners first registered as demonstrator. Selling due ...			82,823		RHD	2,895
Manual	LAND ROVER SERIES IIA	DIYCCW1190270	Extensive work done already, some work still needed, fully roadworthy, full MoT and service		1970 	64,181		RHD	7,500
Manual	FORD ANGLIA 109E	DIYCCW1190269	Blue, new chrome, new engine, MoT, new tyres, good order	109E	1964 	78,500		Other	8,000
N/A	BENTLEY S2	TA1190264	Bentley S2 Continental LHD 1962 Drophead Coupe by Park Ward		1962 	0		LHD	350,000
N/A	ROLLS-ROYCE GHOST Series 2	TA1190262	Rolls-Royce Ghost Series II. December 2016	Series 2	2016 	20,000		RHD	149,500
N/A	ROLLS-ROYCE CULLINAN	TA1190261	Rolls-Royce Cullinan. October 2019		2019 	3,900		RHD	280,000
N/A	BENTLEY CONTINENTAL S2	TA1190265	Bentley S2 Continental 1961 2-door Coupe by James Young		1961 	0		RHD	195,000
N/A	BENTLEY 6 1/2 LITRE Speed Six	TA1190267	Bentley 6 ½ litre Speed Six 1929 Le Mans Team Car style tourer	Speed Six	1929 	0		RHD	850,000
Manual	JAGUAR E-TYPE S1 Cabriolet 1965 Top restored	TA1190266	This is a 1965 Jaguar E-Type Series 1 Cabriolet. In the period 2018/2019 this car has been extens...	S1 Cabriolet 1965 Top restored	1965 	11,167		LHD	€179,000
Manual	MG A	TA1190263	MGA Cabriolet from the year 1960. This original Dutch MGA is in a good condition and is executed ...		1960 	6,938		LHD	€29,950
N/A	ROLLS-ROYCE WRAITH	TA1188232	Rolls-Royce Wraith. November 2013.		2013 	17,250		RHD	129,500
Automatic	OLDSMOBILE CUTLASS	DIY1175934	Imported from California via Texas earlier this year, one family owned until 2014, very solid and...		1972 	118,700		LHD	8,995
Automatic	ASTON MARTIN DB7 Vantage	TA1115191	This excellent 2002 DB7 Vantage is presented in Grigio Titanio metallic paint with Tan and Navy B...	Vantage	2002 	40,200		RHD	37,950
Automatic	BMW M5 2020	TA1190209	"BMW M5
BMW M5 SALOON M5 4DR DCT"	2020	2019 	24,855		RHD	28,000
Automatic	AUDI A3 2.0 S3 Quattro	TA1190210	"AUDI A3
2.0 S3 QUATTRO 4d 296 BHP"	2.0 S3 Quattro	2014 	58,514		RHD	18,500
Manual	AUDI Q5 2.0 TDI Quattro	TA1190213	"AUDI Q5
2.0 TDI QUATTRO S LINE PLUS S/S 5d 175 BHP"	2.0 TDI Quattro	2014 	28,664		RHD	18,500
Automatic	AUDI A4 Allroad	TA1190216	"AUDI A4 ALLROAD
2.0 ALLROAD TDI QUATTRO SPORT 5d AUTO 174 BHP"	Allroad	2015 	41,414		RHD	16,500
Automatic	AUDI A5 3.0 Sportback	TA1190218	"AUDI A5
3.0 SPORTBACK TDI QUATTRO S LINE 5d AUTO 240 BHP"	3.0 Sportback	2011 	72,378		RHD	11,000
Automatic	JAGUAR XF 2.2 D Luxury	TA1190223	"JAGUAR XF
2.2 D LUXURY 4d AUTO 163 BHP"	2.2 D Luxury	2013 	78,503		RHD	9,000
Automatic	JAGUAR XF 2.2 D SE Business	TA1190226	"JAGUAR XF
2.2 D SE BUSINESS 4d AUTO 163 BHP"	2.2 D SE Business	2012 	60,481		RHD	8,750
Manual	BMW Z4 3.0 SE Roadster	TA1190231	"BMW Z4
3.0 Z4 SE ROADSTER 2d 228 BHP"	3.0 SE Roadster	2004 	86,865		RHD	5,000
Automatic	MINI COOPER 1.6	TA1190238	"MINI HATCH COOPER
1.6 COOPER 3d 118 BHP"	1.6	2007 	118,000		RHD	3,000
Automatic	LAND ROVER RANGE ROVER Sport	TA1190243	"LAND ROVER RANGE ROVER SPORT
3.0 TDV6 HSE 5dr CommandShift"	Sport	2011 	112,772		RHD	10,500
Automatic	BMW 3 SERIES 2.0 320D	TA1190247	"BMW 3 SERIES
2.0 320D ED PLUS 4d AUTO 161 BHP"	2.0 320D	2015 	93,529		RHD	11,000
